age_of_child,child_gender,reporter_role,sentiment_score,text_length,risk_word_count,hours_per_day_on_social_media,device_type,complaint_text,                                    risk_ratio,labeled_risk
13,Female,Father,0.1875,54,1,6,smartphone,"I am concerned because as a parent, i have observed my 13-year-old daughter online until 3 or 4 am; their grades dropped significantly. they pretend not to be online but we found them streaming at night. and I feel intervention is needed.; overall 6 hours per day. and this worries me as a parent.",0.018181818,High
18,Male,Mother,-0.24,35,2,8,smartphone,"Lately I have noticed that follows hobby pages and maintains a balanced routine, using social media about 8 hours per dayeach day. this behavior started a few months ago. and it seems unhealthy serious concern.",0.055555556,High
17,Male,Guardian,0.016666667,14,0,1,laptop,I am concerned because checks social media during short breaks but focuses on studies.,0,Low
15,Female,Father,0,29,3,1,smartphone,"As a parent, I have observed that he got into arguments and panic attacks when we tried to limit phone time; online use close to 1 hours per day. ",0.1,Low
10,Male,Father,-0.066666667,31,0,1,smartphone,"I am worried that active in sports and uses social media minimally, typically about 1 hours per day. i am worried about the long-term effects. and it is affecting daily life.",0,Low
15,Male,Guardian,0.11,38,1,9,smartphone,"It has become clear that uses social apps to chat with classmates, but rarely misses sleep. i'd say around 9 hours per day. we have tried setting limits but it doesn't help. which is becoming a serious concern.",0.025641026,High
15,Male,Mother,-0.225,25,1,2,laptop,"Over the past few months, online use close to 2 hours per day. it has become a concern. and it seems unhealthy.this worries as aparent",0.038461538,Low
16,Male,Father,-0.4,43,4,2,tablet,I am worried that he got into arguments and panic attacks when we tried to limit phone time; online use close to 2 hours per day. they pretend not to be online but we found them streaming at night. and it seems unhealthy.,0.090909091,Low
17,Male,Mother,-0.120833333,31,0,6,laptop,"Over the past few months, uses apps mainly for tutorials and study material; 6 hours per dayeach day. this behavior started a few months ago. which is impacting behavior and routine.",0,High
10,Male,Guardian,0.025,23,1,4,smartphone,I am worried that posts occasionally and keeps healthy offline relationships; daily use close to 4 hours per day. and it seems unhealthy.,0.041666667,Medium
10,Female,Mother,-0.041666667,32,2,7,smartphone,Lately I have noticed that my 10-year-old skips school or is frequently absent because of meeting people from social media. usage around 7 hours per day. and it is affecting daily life.,0.060606061,High
14,Male,Mother,-1,51,7,10,smartphone,I am worried that stays up all night messaging strangers and is depressed; daily screen time around 9-10 hours per day. they pretend not to be online but we found them streaming at night. and I feel intervention is needed. Situation is escalating with sleep disruption and academic decline. ,0.137254902,High
13,Female,Mother,0.016666667,34,0,1,smartphone,"As a parent, I have observed that complains of boredom and uses social media to pass time; only around 1 hours per day. it has become a concern. which is impacting behavior and routine.",0,Low
16,Female,Father,0.016666667,30,0,1,smartphone,I am concerned because they cancel family activities to be online and avoid offline friends; daily social media time 1 hours per day. and this worries me as a parent.,0,Low
16,Female,Mother,-0.0125,27,1,4,laptop,"I am worried that as a parent, i have observed my 16-year-old daughter online until 3 or 4 am; their grades dropped significantly. and it seems unhealthy.",0.035714286,Medium
12,Female,Father,-0.033333333,29,0,7,smartphone,"I am concerned because she cries non-stop if wi-fi is cut; used to be social, now online roughly 7 hours per day. and this worries me as a parent.",0,High
18,Female,Mother,-0.055555556,34,0,4,smartphone,"I am concerned because follows hobby pages and maintains a balanced routine, using social media about 4 hours per dayeach day. this behavior started a few months ago. and it is affecting daily life.",0,Medium
11,Female,Father,0.05,33,3,2,laptop,"As a parent, I have observed that she lies her screen time and sneaks out to use social apps every evening; i'd estimate 2 hours per day. which is becoming a serious concern.",0.088235294,Low
11,Female,Guardian,-0.046666667,30,2,5,smartphone,"Over the past few months, has lost interest in hobbies and isolates themselves, glued to the phone for nearly 5 hours per dayeach day. But focusing on studies as well",0.064516129,Medium
16,Male,Guardian,-0.072222222,32,1,2,tablet,I am concerned because open about screen time and follows rules set by parents; daily average approximately  2 hours per day. ,0.03030303,Low
13,Male,Guardian,-0.033333333,31,2,1,tablet,"Over the past few months, my 13-year-old daughter refuses to leave her room and has lost weight, spending nearly 1 hours per dayon social platforms. which is becoming a serious concern.",0.0625,Low
13,Female,Guardian,-0.216666667,31,2,4,smartphone,It has become clear that posts and takes part in dangerous online challenges and then got reprimanded at school; they use social media 4 hours per day. and it seems unhealthy.,0.0625,Medium
11,Male,Mother,0.15,34,0,8,smartphone,It has become clear that posts occasionally and keeps healthy offline relationships; daily use close to 8 hours per day. i am worried about the long-term effects. and this worries me as a parent.,0,High
11,Male,Father,-0.15,26,0,4,smartphone,I am worried that sometimes stays up late but recovers the next day; average use about 4 hours per day. which is impacting behavior and routine.,0,Medium
14,Male,Father,-0.222222222,36,3,5,laptop,Lately I have noticed that my parent reports that their 14-year-old daughter spends about 5 hours per day on social media and has stopped doing homework. the child hides their screen time. and it seems unhealthy.,0.081081081,Medium
11,Female,Father,-0.022222222,38,1,2,smartphone,"I am concerned because my 11-year-old daughter chat with her friends , spending nearly 2 hours per dayon social platforms. this behavior started a few months ago. and this worries me as a parent.",0.025641026,Low
18,Male,Father,-0.116666667,33,1,8,tablet,I am concerned because they cancel family activities to be online and avoid offline friends; daily social media time roughly 8 hours per day. it has become a concern. and it seems unhealthy.,0.029411765,High
18,Male,Mother,-0.28,41,2,1,tablet,"Over the past few months, he becomes very angry and cries for hours when we take the phone away; he's spending roughly 1 hours per day on apps. this behavior started a few months ago. which is impacting behavior and routine.",0.047619048,Low
15,Female,Father,-0.275,33,2,5,smartphone,It has become clear that he becomes very angry and cries for hours when we take the phone away; he's spending 5 hours per day on apps. which is impacting behavior and routine.,0.058823529,Medium
17,Female,Mother,-1,35,6,9,smartphone,It has become clear that sometimes stays up late but recovers the next day; average use 9 hours per day. and it seems unhealthy. Situation is escalating with daily conflicts and emotional distress. ,0.171428571,High
11,Male,Guardian,-0.1375,33,1,2,laptop,I am worried that open about screen time and follows rules set by parents; daily average approximately  2 hours per day. the child hides their screen time. which is impacting behavior and routine.,0.029411765,Low
12,Male,Father,-0.133333333,35,4,1,smartphone,"I am worried that started spending money on in-app purchases and ignoring household limits , approximately 1 hours per dayof daily use. i am worried about the long-term effects. and it is affecting daily life.",0.111111111,Low
